Run,Center.Name,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,BioProject,create_date,AvgSpotLen,Bases,Bytes,tissue,Library.Name,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,dev_stage,Age,isolate,Ecotype,treatment,sample_type,replicate,Collection_Date,Temp,source_name,collected_by,BIOMATERIAL_PROVIDER,genotype,Sample_name,AssemblyName,Collection_time,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,intentional_duplicate..run.,growth_protocol,Developmental_stage,disease,isolation_source,Broker_name,Organism_part,Experimental_Factor._sampling_time..exp.,growth_condition,INSDC_center_alias,Scientific_Name,ENA.FIRST.PUBLIC,ENA.LAST.UPDATE,Host,lat_lon,estimated_size,isolation_and_growth_condition,number_of_replicons,plant_developmental_stage,plant_growth_medium,plant_structure,ID,PHENOTYPE,Library,timepoint,lab_host,Development_stage,agent,Group,inbred_line,time_point,strain,population,env_broad_scale,env_local_scale,env_medium,host_tissue_sampled,cell_line,growth_facility,light_regimen,organism_common_name,plant_treatment,ploidy,Sample_id,soil_ph,subspecific_genetic_lineage_name,subspecific_genetic_lineage_rank,watering_regimen,DPI,Host_Age,host_body_habitat,host_last_meal,host_life_stage,variety,tissue_type,Biosample_attributes,isol_growth_condt,Label,replication,Tissue,Sample.Name,Library.Name,Cultivar,dev_stage,Age,genotype,Sample_name,Scientific_Name,variety,tissue,Tissue,Tissue_type,BioProject,Variety,Condition,Study_type,Variety_type,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name
SRR12799896,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268856,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Red_4,PRJNA668052,2020,150,7332342813,3010270281,Fruit (Pericarp),Red_4,Spain,Europe,Plant,NA,California (Melchor),Ripe Red,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Red_4,Red_4,California (Melchor),Ripe Red,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799897,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268855,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Red_3,PRJNA668052,2020,150,8638393748,3654207197,Fruit (Pericarp),Red_3,Spain,Europe,Plant,NA,California (Melchor),Ripe Red,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Red_3,Red_3,California (Melchor),Ripe Red,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799898,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268854,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Red_2,PRJNA668052,2020,150,7569522153,3220779848,Fruit (Pericarp),Red_2,Spain,Europe,Plant,NA,California (Melchor),Ripe Red,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Red_2,Red_2,California (Melchor),Ripe Red,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799899,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268853,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Green_2,PRJNA668052,2020,150,7783368838,3296109000,Fruit (Pericarp),Green_2,Spain,Europe,Plant,NA,California (Melchor),Immature Green,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Green_2,Green_2,California (Melchor),Immature Green,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799900,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268852,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Green_1,PRJNA668052,2020,150,7656730896,3232208551,Fruit (Pericarp),Green_1,Spain,Europe,Plant,NA,California (Melchor),Immature Green,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Green_1,Green_1,California (Melchor),Immature Green,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799713,UNIVERSITY OF TORINO,SRX9268714,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,R1_VEG,PRJNA668245,2020,300,9701124900,3072051385,leaf,R1_VEG,uncalculated,uncalculated,Plant,NA,Cuneo,five true-leaves,NA,replicate = biological replicate 1,not applicable,Recovery after drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,R1_VEG,R1_VEG,Cuneo,five true-leaves,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799714,UNIVERSITY OF TORINO,SRX9268713,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,C3_FRU,PRJNA668245,2020,300,8566054200,2736131469,leaf,C3_FRU,uncalculated,uncalculated,Plant,NA,Cuneo,first fruit,NA,replicate = biological replicate 3,not applicable,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,C3_FRU,C3_FRU,Cuneo,first fruit,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799715,UNIVERSITY OF TORINO,SRX9268712,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,C2_FRU,PRJNA668245,2020,300,9291798600,2980147188,leaf,C2_FRU,uncalculated,uncalculated,Plant,NA,Cuneo,first fruit,NA,replicate = biological replicate 2,not applicable,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,C2_FRU,C2_FRU,Cuneo,first fruit,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799716,UNIVERSITY OF TORINO,SRX9268710,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,C3_FLO,PRJNA668245,2020,300,11381262000,3729323178,leaf,C3_FLO,uncalculated,uncalculated,Plant,NA,Cuneo,third flower,NA,replicate = biological replicate 3,not applicable,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,C3_FLO,C3_FLO,Cuneo,third flower,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799717,UNIVERSITY OF TORINO,SRX9268709,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,C2_FLO,PRJNA668245,2020,300,10415107500,3354570259,leaf,C2_FLO,uncalculated,uncalculated,Plant,NA,Cuneo,third flower,NA,replicate = biological replicate 2,not applicable,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,C2_FLO,C2_FLO,Cuneo,third flower,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799718,UNIVERSITY OF TORINO,SRX9268708,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,C1_FLO,PRJNA668245,2020,300,9240412500,3002290023,leaf,C1_FLO,uncalculated,uncalculated,Plant,NA,Cuneo,third flower,NA,replicate = biological replicate 1,not applicable,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,C1_FLO,C1_FLO,Cuneo,third flower,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799719,UNIVERSITY OF TORINO,SRX9268711,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,C1_FRU,PRJNA668245,2020,300,10520617500,3447228610,leaf,C1_FRU,uncalculated,uncalculated,Plant,NA,Cuneo,first fruit,NA,replicate = biological replicate 1,not applicable,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,C1_FRU,C1_FRU,Cuneo,first fruit,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799720,UNIVERSITY OF TORINO,SRX9268707,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,S3_FRU,PRJNA668245,2020,300,9905729100,3191304306,leaf,S3_FRU,uncalculated,uncalculated,Plant,NA,Cuneo,first fruit,NA,replicate = biological replicate 3,not applicable,Drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,S3_FRU,S3_FRU,Cuneo,first fruit,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799721,UNIVERSITY OF TORINO,SRX9268706,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,S2_FRU,PRJNA668245,2020,300,10993401600,3605833802,leaf,S2_FRU,uncalculated,uncalculated,Plant,NA,Cuneo,first fruit,NA,replicate = biological replicate 2,not applicable,Drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,S2_FRU,S2_FRU,Cuneo,first fruit,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799722,UNIVERSITY OF TORINO,SRX9268705,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,S1_FRU,PRJNA668245,2020,300,10230028200,3382517441,leaf,S1_FRU,uncalculated,uncalculated,Plant,NA,Cuneo,first fruit,NA,replicate = biological replicate 1,not applicable,Drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,S1_FRU,S1_FRU,Cuneo,first fruit,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799723,UNIVERSITY OF TORINO,SRX9268704,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,S3_FLO,PRJNA668245,2020,300,11132018400,3676257291,leaf,S3_FLO,uncalculated,uncalculated,Plant,NA,Cuneo,third flower,NA,replicate = biological replicate 3,not applicable,Drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,S3_FLO,S3_FLO,Cuneo,third flower,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799724,UNIVERSITY OF TORINO,SRX9268702,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,S1_FLO,PRJNA668245,2020,300,9237131400,2921010564,leaf,S1_FLO,uncalculated,uncalculated,Plant,NA,Cuneo,third flower,NA,replicate = biological replicate 1,not applicable,Drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,S1_FLO,S1_FLO,Cuneo,third flower,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799725,UNIVERSITY OF TORINO,SRX9268701,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,S3_VEG,PRJNA668245,2020,300,10204150500,3264036782,leaf,S3_VEG,uncalculated,uncalculated,Plant,NA,Cuneo,five true-leaves,NA,replicate = biological replicate 3,not applicable,Drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,S3_VEG,S3_VEG,Cuneo,five true-leaves,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799726,UNIVERSITY OF TORINO,SRX9268700,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,C3_VEG,PRJNA668245,2020,300,10237968900,3390378784,leaf,C3_VEG,uncalculated,uncalculated,Plant,NA,Cuneo,five true-leaves,NA,replicate = biological replicate 3,not applicable,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,C3_VEG,C3_VEG,Cuneo,five true-leaves,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799727,UNIVERSITY OF TORINO,SRX9268703,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,S2_FLO,PRJNA668245,2020,300,9991155000,3232086477,leaf,S2_FLO,uncalculated,uncalculated,Plant,NA,Cuneo,third flower,NA,replicate = biological replicate 2,not applicable,Drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,S2_FLO,S2_FLO,Cuneo,third flower,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799728,UNIVERSITY OF TORINO,SRX9268699,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,S2_VEG,PRJNA668245,2020,300,10016413500,3249197769,leaf,S2_VEG,uncalculated,uncalculated,Plant,NA,Cuneo,five true-leaves,NA,replicate = biological replicate 2,not applicable,Drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,S2_VEG,S2_VEG,Cuneo,five true-leaves,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799729,UNIVERSITY OF TORINO,SRX9268698,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,S1_VEG,PRJNA668245,2020,300,10240612800,3281231153,leaf,S1_VEG,uncalculated,uncalculated,Plant,NA,Cuneo,five true-leaves,NA,replicate = biological replicate 1,not applicable,Drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,S1_VEG,S1_VEG,Cuneo,five true-leaves,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799730,UNIVERSITY OF TORINO,SRX9268697,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,R3_FRU,PRJNA668245,2020,300,9243610500,3055753225,leaf,R3_FRU,uncalculated,uncalculated,Plant,NA,Cuneo,first fruit,NA,replicate = biological replicate 3,not applicable,Recovery after drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,R3_FRU,R3_FRU,Cuneo,first fruit,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799731,UNIVERSITY OF TORINO,SRX9268696,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,R2_FRU,PRJNA668245,2020,300,9629562000,3172368815,leaf,R2_FRU,uncalculated,uncalculated,Plant,NA,Cuneo,first fruit,NA,replicate = biological replicate 2,not applicable,Recovery after drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,R2_FRU,R2_FRU,Cuneo,first fruit,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
SRR12799732,UNIVERSITY OF TORINO,SRX9268694,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,R3_FLO,PRJNA668245,2020,300,10786393500,3592073772,leaf,R3_FLO,uncalculated,uncalculated,Plant,NA,Cuneo,third flower,NA,replicate = biological replicate 3,not applicable,Recovery after drought stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,R3_FLO,R3_FLO,Cuneo,third flower,NA,NA,NA,NA,NA,leaf,Leaf,,PRJNA668245,,,,,uncalculated,uncalculated,NA
